,ADA,AION,ALGO,ATOM,BAND,BAT,BCH,BNB,BNT,BTC,BTS,BTT,BUSD,CTXC,CVC,DASH,DATA,DENT,DOGE,ENJ,EOS,ETC,ETH,FTT,FUN,GTO,HBAR,ICX,IOST,IOTA,IOTX,LINK,LSK,LTC,MATIC,MITH,NANO,NEO,NULS,OMG,ONT,QTUM,RLC,STX,THETA,TRX,TUSD,VET,WAN,WAVES,WTC,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2020-10-06,0.09289,0.0739,0.2859,4.736,5.8616,0.2107,219.63,27.6812,0.931,10599.66,0.01957,0.0003113,1.0003,0.0846,0.02285,65.28,0.0427,0.0002085,0.002597,0.14373,2.6959,5.2388,340.75,3.413,0.00272,0.00644,0.02984,0.3583,0.005287,0.2533,0.006774,8.7689,1.0689,45.99,0.01716,0.00468,0.7222,16.569,0.2497,3.3658,0.5572,2.172,0.7725,0.1411,0.68625,0.02556,1.0003,0.010106,0.238,2.1724,0.3123,0.07237,106.43,0.24545,2.0612,61.48,0.01818,0.3518
2020-10-07,0.09374,0.0738,0.3063,4.873,5.4611,0.2146,222.98,27.6898,1.13,10666.39,0.01914,0.0003218,1.0001,0.0855,0.02328,65.94,0.04265,0.0002091,0.0025895,0.14894,2.6436,5.1736,341.58,3.41,0.002811,0.00659,0.0302,0.3683,0.00537,0.2574,0.006851,8.9799,1.0539,46.55,0.01695,0.00494,0.7182,16.764,0.2595,3.2604,0.5659,2.192,0.7949,0.1497,0.73954,0.02551,0.9999,0.011227,0.2409,2.2845,0.3209,0.07233,110.29,0.2487,2.0674,61.48,0.01887,0.3568
2020-10-08,0.09632,0.0768,0.3087,5.034,5.6931,0.2174,233.95,27.7424,1.0948,10925.57,0.01957,0.0003297,0.9997,0.089,0.02521,66.34,0.04224,0.0002146,0.0026098,0.15058,2.6066,5.1745,350.95,3.474,0.002855,0.00675,0.03205,0.379,0.005464,0.2626,0.00697,9.5594,1.0958,47.21,0.01662,0.00494,0.7406,17.019,0.2599,3.3796,0.578,2.251,0.7886,0.1521,0.71955,0.02572,0.9997,0.011012,0.2601,2.3109,0.3454,0.07311,111.36,0.25141,2.1121,61.99,0.01921,0.3674
2020-10-09,0.10129,0.0801,0.3286,5.155,6.4003,0.2221,237.13,28.4076,1.1665,11050.64,0.0196,0.0003432,0.9995,0.0925,0.0269,67.27,0.04554,0.0002269,0.0026556,0.15425,2.6406,5.2674,365.02,3.554,0.003173,0.00747,0.03431,0.3982,0.0058,0.2699,0.007315,10.3959,1.1486,47.78,0.01705,0.00553,0.8215,17.39,0.2719,3.4831,0.5922,2.33,0.8363,0.1632,0.71524,0.02627,0.9997,0.011455,0.2715,2.3927,0.3643,0.07502,115.92,0.25293,2.1955,63.52,0.02016,0.3896
2020-10-10,0.10493,0.0776,0.3262,5.534,6.415,0.2203,237.26,28.4414,1.1053,11293.22,0.01991,0.0003645,0.9996,0.0937,0.02809,67.92,0.04242,0.0002244,0.0026621,0.15976,2.6415,5.2712,370.52,3.51,0.003204,0.00742,0.0342,0.3931,0.005769,0.2729,0.006838,10.5198,1.1681,48.88,0.0172,0.00543,0.8203,17.534,0.2778,3.6272,0.5858,2.3,0.9183,0.1584,0.76602,0.02644,0.9996,0.0114,0.2621,2.4244,0.369,0.0773,115.88,0.25402,2.2085,66.79,0.01972,0.3951
2020-10-11,0.10648,0.0799,0.3319,6.072,6.9373,0.2216,238.97,28.5271,1.1099,11369.02,0.02007,0.0003476,0.9999,0.0927,0.02969,71.71,0.04286,0.0002277,0.0026701,0.15879,2.6576,5.428,374.16,3.532,0.003217,0.00762,0.03408,0.3959,0.005945,0.2823,0.006818,10.8515,1.1787,50.48,0.0178,0.00539,0.8256,17.787,0.273,3.6538,0.5921,2.354,0.9245,0.1627,0.74501,0.02656,0.9998,0.011436,0.2601,2.4477,0.3669,0.07713,125.81,0.25544,2.2512,72.46,0.02056,0.3905
2020-10-12,0.10945,0.0832,0.3445,5.97,7.0445,0.2203,239.66,30.6503,1.3935,11528.25,0.02004,0.000351,0.9995,0.0905,0.0282,71.66,0.04283,0.0002289,0.002667,0.1659,2.6428,5.4483,386.51,3.641,0.003256,0.00732,0.03405,0.4075,0.005883,0.2877,0.007139,11.4259,1.159,50.58,0.01785,0.00553,0.826,17.983,0.2727,3.6413,0.5877,2.345,0.9317,0.1661,0.73336,0.02709,0.9995,0.011377,0.258,2.4622,0.3671,0.07761,129.0,0.25603,2.3424,72.93,0.02026,0.3954
2020-10-13,0.10925,0.086,0.3428,6.012,6.7039,0.2171,253.46,30.7256,1.3163,11420.56,0.01937,0.0003444,0.9996,0.0905,0.02724,71.23,0.04128,0.0002223,0.0026385,0.16149,2.6383,5.3502,381.04,3.657,0.003255,0.00747,0.03403,0.4102,0.006026,0.2842,0.006805,11.0016,1.1465,49.89,0.01768,0.00549,0.8133,17.591,0.2664,3.5317,0.5798,2.33,1.0401,0.1688,0.754,0.0268,0.9995,0.011482,0.2728,2.5167,0.3672,0.07635,127.97,0.2565,2.4013,70.07,0.02,0.4182
2020-10-14,0.10703,0.0814,0.3277,5.727,6.4175,0.2147,259.07,30.838,1.2805,11417.89,0.0193,0.0003301,0.9994,0.09,0.02671,70.05,0.04101,0.000221,0.002639,0.15381,2.6065,5.3812,378.69,3.651,0.003255,0.00713,0.03475,0.3901,0.005782,0.2734,0.006602,10.8896,1.1167,49.79,0.01712,0.00525,0.7987,16.959,0.2614,3.3307,0.5702,2.254,0.964,0.1662,0.73438,0.02676,0.9997,0.011139,0.2622,2.5097,0.3539,0.07398,128.41,0.24906,2.2747,68.75,0.019,0.3867
2020-10-15,0.10666,0.0804,0.3148,5.769,6.1758,0.2132,262.26,31.3256,1.2323,11505.12,0.01982,0.0003439,0.9995,0.0896,0.02634,69.27,0.04354,0.0002252,0.0025953,0.15265,2.5985,5.3321,377.64,3.644,0.003333,0.00681,0.03364,0.3808,0.00578,0.2767,0.006266,10.7483,1.1066,49.53,0.01718,0.00519,0.805,17.24,0.2687,3.4321,0.5621,2.23,0.8917,0.179,0.6885,0.02652,0.9995,0.010963,0.2559,2.697,0.3335,0.07408,130.22,0.24596,2.2386,68.24,0.01865,0.3974
2020-10-16,0.10414,0.0784,0.3001,5.403,6.0077,0.207,250.3,30.0516,1.1192,11319.32,0.01894,0.000333,0.9995,0.0869,0.02553,66.06,0.04181,0.0002176,0.002604,0.1455,2.5362,5.1737,365.5,3.528,0.003056,0.00647,0.03134,0.3676,0.005459,0.2639,0.005628,10.5877,1.0597,47.6,0.01622,0.00501,0.8006,17.021,0.2494,3.2204,0.5472,2.166,0.8327,0.1703,0.66165,0.02572,0.9994,0.010591,0.2484,2.9557,0.3151,0.07909,120.62,0.24011,2.166,62.59,0.01803,0.3898
2020-10-17,0.10598,0.0791,0.3136,5.466,6.1448,0.2145,244.66,30.2414,1.1161,11360.2,0.01884,0.0003341,0.9998,0.0879,0.02659,67.33,0.04392,0.0002192,0.0025834,0.14843,2.5217,5.1938,368.32,3.556,0.00308,0.00672,0.03126,0.3814,0.00552,0.2695,0.005864,10.6267,1.0694,46.93,0.01673,0.0051,0.8069,17.191,0.2484,3.257,0.5594,2.179,0.8693,0.1698,0.62437,0.02574,0.9997,0.010988,0.264,3.1854,0.3426,0.08152,120.1,0.24057,2.1873,62.99,0.01812,0.3841
2020-10-18,0.10735,0.0786,0.3155,5.762,6.4961,0.214,249.32,30.6593,1.1281,11503.14,0.01852,0.0003426,0.9996,0.0889,0.0273,67.29,0.04888,0.0002195,0.0025874,0.15078,2.5459,5.2282,378.11,3.605,0.00315,0.00694,0.0316,0.385,0.005543,0.2725,0.00575,10.9409,1.1041,47.54,0.01688,0.00511,0.8177,17.428,0.2542,3.4019,0.5562,2.216,0.9048,0.1707,0.66983,0.02594,0.9995,0.011627,0.2669,3.0567,0.3248,0.07942,124.44,0.24221,2.227,64.42,0.0184,0.3887
2020-10-19,0.10859,0.0774,0.3033,5.502,6.1213,0.2141,249.87,29.9107,1.0647,11751.47,0.01901,0.0003398,0.9996,0.0878,0.02654,74.93,0.04797,0.0002214,0.0025921,0.14922,2.5819,5.2086,379.3,3.614,0.003089,0.0067,0.03171,0.3738,0.005576,0.2769,0.006369,10.9147,1.0973,47.99,0.01624,0.00496,0.8381,17.569,0.2512,3.3666,0.5634,2.212,0.8535,0.1656,0.63118,0.02589,0.9995,0.011396,0.2581,2.9373,0.3286,0.0852,125.77,0.24558,2.1881,64.08,0.01979,0.3895
2020-10-20,0.10238,0.072,0.2866,5.024,5.6132,0.2083,240.74,28.8227,0.8975,11909.99,0.01815,0.0003324,0.9991,0.0867,0.02553,70.65,0.04428,0.0002168,0.0025944,0.14048,2.5264,5.0807,368.52,3.573,0.002975,0.00631,0.03034,0.3544,0.005131,0.2635,0.005829,9.8589,1.0698,46.88,0.01559,0.00471,0.8802,16.948,0.2339,3.1297,0.516,2.146,0.785,0.164,0.5984,0.02592,0.9991,0.010781,0.2499,2.8678,0.3202,0.08075,118.25,0.24322,2.0531,57.85,0.0183,0.364
2020-10-21,0.10589,0.0728,0.3012,5.241,5.7883,0.2152,258.49,29.7329,0.9632,12780.96,0.01867,0.0003368,0.9977,0.0892,0.02602,74.73,0.04313,0.0002175,0.002623,0.14353,2.6055,5.3379,390.38,3.748,0.003494,0.00655,0.03119,0.3728,0.005511,0.2809,0.006149,10.7863,1.0958,52.98,0.01633,0.00505,0.893,18.332,0.244,3.2646,0.547,2.283,0.8627,0.1622,0.6373,0.02667,0.9981,0.011339,0.2624,3.1111,0.3296,0.08358,121.24,0.25088,2.1246,62.72,0.01854,0.3752
2020-10-22,0.11077,0.0766,0.316,5.444,6.2581,0.2232,267.97,30.6396,0.9665,12968.52,0.01964,0.0003383,0.9987,0.0881,0.02685,74.98,0.04294,0.000215,0.002646,0.15113,2.6693,5.612,413.98,3.884,0.003613,0.00668,0.03224,0.3817,0.00558,0.2828,0.006114,11.9539,1.1187,54.35,0.01735,0.00515,0.8889,18.653,0.246,3.4942,0.5537,2.341,0.8897,0.164,0.65472,0.02708,0.9987,0.012155,0.2672,3.2438,0.33,0.08552,127.6,0.25709,2.1922,65.54,0.0195,0.381
2020-10-23,0.10805,0.0751,0.3093,5.364,5.9767,0.2216,270.42,30.6377,0.938,12923.07,0.01917,0.0003341,0.9991,0.0884,0.02817,72.13,0.04253,0.0002145,0.0026423,0.1472,2.6395,5.482,409.11,3.886,0.00352,0.00665,0.03301,0.3749,0.005507,0.2761,0.006353,12.1586,1.12,55.42,0.01701,0.00521,0.8616,18.136,0.2398,3.5255,0.5423,2.291,0.8879,0.1587,0.64431,0.02669,0.9993,0.012218,0.2604,3.3709,0.3274,0.08368,127.47,0.25471,2.2177,63.26,0.01973,0.3757
2020-10-24,0.10797,0.0745,0.3078,5.543,6.0257,0.219,275.8,30.6639,0.9349,13111.73,0.01872,0.0003335,0.9991,0.0875,0.02995,73.31,0.04231,0.0002141,0.0026365,0.14662,2.6597,5.529,412.14,3.94,0.003726,0.00646,0.03261,0.3732,0.005481,0.288,0.007105,12.7001,1.128,59.23,0.01767,0.00515,0.8661,18.312,0.2454,3.4863,0.5485,2.312,0.9271,0.1573,0.72109,0.02706,0.9991,0.012282,0.2629,3.4382,0.3245,0.08561,129.31,0.2562,2.2196,64.14,0.01944,0.3789
2020-10-25,0.10639,0.0723,0.3021,5.292,5.73,0.2151,271.11,30.128,0.9031,13028.83,0.01883,0.0003278,0.9991,0.0853,0.02847,71.06,0.04093,0.0002094,0.0026528,0.14392,2.7074,5.5585,405.86,3.881,0.003618,0.00642,0.03229,0.3711,0.00539,0.2782,0.007027,12.1481,1.1317,58.84,0.01727,0.00518,0.8432,17.865,0.2355,3.3493,0.5366,2.229,0.9043,0.1491,0.69502,0.02699,0.9992,0.01179,0.2549,3.2784,0.3176,0.08304,131.08,0.25313,2.1649,62.77,0.01895,0.3687
2020-10-26,0.10306,0.0697,0.2907,5.145,5.4576,0.2134,259.36,31.0467,0.8647,13052.19,0.01869,0.0003156,0.999,0.0825,0.02749,69.19,0.04199,0.0002044,0.002665,0.13821,2.6291,5.435,392.52,3.928,0.003496,0.00617,0.03065,0.3611,0.005251,0.2738,0.006876,11.7096,1.082,56.82,0.01652,0.00488,0.8447,17.084,0.2336,3.2363,0.5149,2.174,0.8813,0.1469,0.65423,0.02675,0.9991,0.011368,0.2525,3.1694,0.2944,0.08104,131.42,0.2481,2.0902,60.2,0.01835,0.3572
2020-10-27,0.10256,0.0663,0.2878,5.138,5.4476,0.2135,264.11,31.4826,0.8472,13636.17,0.0184,0.0003167,0.9994,0.0822,0.02902,70.75,0.03955,0.0002058,0.0026702,0.13901,2.6739,5.4582,403.45,4.02,0.003617,0.006,0.03117,0.357,0.005274,0.2775,0.0067,11.9224,1.091,57.91,0.01582,0.00483,0.8098,17.007,0.2329,3.2119,0.5102,2.194,0.8607,0.1479,0.65889,0.02701,0.9995,0.01137,0.2661,3.1569,0.2985,0.08183,133.83,0.25273,2.0836,61.2,0.0186,0.3609
2020-10-28,0.09869,0.0612,0.2763,4.803,4.8945,0.1949,268.06,30.3338,0.703,13266.4,0.01717,0.0003083,0.9997,0.0741,0.02725,67.91,0.03818,0.000193,0.0025801,0.13467,2.6524,5.2714,388.23,3.757,0.003334,0.0059,0.03003,0.3399,0.004975,0.2692,0.007354,11.4403,1.0636,55.77,0.01506,0.00467,0.7625,15.87,0.2128,3.0657,0.4753,2.079,0.8035,0.1525,0.62367,0.02688,0.9995,0.010638,0.2458,3.0504,0.2774,0.07832,126.32,0.2454,1.9991,56.8,0.01774,0.3366
2020-10-29,0.09531,0.062,0.2569,4.633,4.6249,0.1894,267.42,29.8702,0.6264,13455.7,0.01706,0.000303,0.9993,0.0749,0.02623,67.1,0.03685,0.0001922,0.0025733,0.13221,2.6387,5.4065,387.13,3.85,0.003289,0.00556,0.0296,0.3376,0.004921,0.2595,0.007244,11.2772,1.0475,54.87,0.01383,0.00436,0.7736,15.276,0.2016,2.8905,0.4536,2.033,0.7538,0.1425,0.59395,0.02655,0.9992,0.010186,0.2536,3.0232,0.2669,0.0775,124.38,0.24239,1.9341,56.87,0.01757,0.3369
2020-10-30,0.0933,0.0597,0.2539,4.62,4.4065,0.187,261.9,28.4909,0.5939,13560.1,0.01688,0.0002925,0.9992,0.0761,0.0255,69.69,0.03777,0.0001942,0.0025833,0.12612,2.5068,5.2584,382.49,3.725,0.003146,0.00538,0.02931,0.32,0.004891,0.2571,0.00747,11.09,1.038,54.01,0.01385,0.00417,0.7327,14.788,0.1949,2.8675,0.4461,1.946,0.7678,0.1527,0.61076,0.0256,0.9993,0.01008,0.2447,3.2101,0.2574,0.07669,122.98,0.23905,1.9025,58.21,0.01749,0.326
2020-10-31,0.093,0.0626,0.2488,4.616,4.346,0.1853,262.01,28.5058,0.5863,13791.0,0.01678,0.0003012,0.9991,0.0769,0.02552,70.08,0.03493,0.0001862,0.0025666,0.12736,2.528,5.2734,386.46,3.705,0.003188,0.00522,0.02948,0.3181,0.004855,0.2539,0.007415,11.2277,1.029,55.72,0.01374,0.00408,0.7455,14.702,0.1965,2.9233,0.4437,1.964,0.727,0.1605,0.61054,0.02576,0.9992,0.009895,0.2453,3.2329,0.2554,0.07775,126.52,0.23968,1.977,58.16,0.01773,0.3219
2020-11-01,0.09827,0.0639,0.2589,4.743,4.503,0.1907,268.03,28.5318,0.6118,13761.5,0.01709,0.0002971,0.9994,0.0792,0.02605,68.79,0.03678,0.0001852,0.0025745,0.12697,2.5185,5.2434,396.67,3.641,0.003209,0.00552,0.02949,0.3377,0.004984,0.2527,0.007418,11.5722,1.0301,55.6,0.01414,0.00439,0.7423,14.941,0.2114,3.1391,0.4547,2.008,0.7531,0.1586,0.61157,0.02574,0.9997,0.010505,0.2443,3.2231,0.259,0.07861,127.08,0.23999,1.9955,58.17,0.01794,0.338
2020-11-02,0.09221,0.061,0.247,4.603,4.219,0.1834,257.28,27.7983,0.5998,13549.37,0.01616,0.0002851,0.9992,0.0766,0.02501,64.95,0.03495,0.0001779,0.0025162,0.12133,2.433,4.9961,383.02,3.498,0.003317,0.00552,0.02994,0.3204,0.004645,0.2467,0.007208,10.7814,0.9935,53.8,0.01368,0.00413,0.7101,15.215,0.2085,2.9974,0.4338,1.924,0.7266,0.1488,0.58875,0.02445,0.9992,0.01005,0.2275,3.1145,0.2546,0.07557,118.82,0.23523,1.8945,54.77,0.01719,0.3287
2020-11-03,0.09357,0.0587,0.2337,4.48,4.1992,0.1807,244.22,26.8638,0.558,14023.53,0.01511,0.0002785,0.9994,0.0757,0.02454,64.32,0.03489,0.0001743,0.0025141,0.11901,2.3655,4.8866,387.88,3.467,0.003287,0.00505,0.02846,0.3157,0.004405,0.2455,0.007348,10.3911,1.0012,53.96,0.01273,0.00411,0.7306,14.676,0.2003,2.9012,0.4242,1.868,0.7074,0.1524,0.58275,0.02442,0.9994,0.00925,0.2217,3.1477,0.2407,0.07542,121.13,0.2396,1.8698,53.2,0.01745,0.3256
2020-11-04,0.0955,0.0605,0.2383,4.387,4.0674,0.1853,241.14,26.96,0.5361,14144.01,0.01534,0.0002769,0.9988,0.0741,0.02503,64.75,0.03755,0.0001678,0.002546,0.11833,2.3506,4.8774,402.49,3.393,0.003173,0.00521,0.02878,0.3124,0.004309,0.2359,0.007582,10.4713,0.987,54.67,0.01222,0.00407,0.7008,14.049,0.1929,2.7676,0.4188,1.833,0.6737,0.1529,0.5912,0.0242,0.9988,0.009398,0.2178,3.1986,0.25,0.07456,115.67,0.23758,1.8759,54.09,0.01753,0.3174
2020-11-05,0.09752,0.0623,0.2481,4.504,4.2001,0.1909,249.53,27.6875,0.56,15590.02,0.01698,0.000283,0.9984,0.0759,0.03347,67.78,0.03833,0.000167,0.0026347,0.12362,2.4464,5.0979,416.69,3.522,0.003508,0.0055,0.02953,0.316,0.004583,0.2492,0.007698,10.9794,1.0186,58.95,0.01343,0.00422,0.7235,14.401,0.2041,2.8914,0.434,1.931,0.6843,0.153,0.62873,0.02493,0.9985,0.009721,0.2307,3.4277,0.2774,0.08039,119.56,0.24561,1.883,56.69,0.01886,0.3474
2020-11-06,0.1091,0.0715,0.2767,4.88,5.6452,0.2043,257.79,29.0435,0.6887,15579.92,0.01936,0.0002997,0.9987,0.0803,0.05478,70.09,0.04152,0.0001765,0.002757,0.13769,2.5349,5.3597,455.91,3.632,0.004125,0.00685,0.03127,0.3604,0.005049,0.2674,0.008048,12.1687,1.151,63.2,0.01548,0.00499,0.7818,15.712,0.2169,3.322,0.4741,2.071,0.7869,0.1682,0.67759,0.02616,0.9985,0.011196,0.2512,3.5691,0.3135,0.08388,119.37,0.25863,2.0889,61.57,0.02053,0.3769
2020-11-07,0.10128,0.0642,0.2579,4.619,5.2106,0.1924,253.91,27.7651,0.6386,14818.3,0.01797,0.0002852,0.9989,0.0762,0.04124,66.57,0.03796,0.0001703,0.00267,0.12778,2.4971,5.0771,435.21,3.417,0.003626,0.0059,0.02974,0.3357,0.004605,0.2573,0.007497,11.7638,1.075,58.9,0.01436,0.00464,0.7369,14.813,0.1997,3.0592,0.4422,1.949,0.7358,0.1712,0.6382,0.02486,0.9988,0.010383,0.2405,3.4434,0.2917,0.07952,110.96,0.2491,2.0186,57.4,0.01852,0.3489
2020-11-08,0.10655,0.0675,0.2667,4.809,5.6598,0.1984,270.8,28.4101,0.664,15475.1,0.01825,0.0002956,0.9992,0.0798,0.06699,68.06,0.04245,0.0001785,0.002707,0.13634,2.5361,5.1801,454.3,3.544,0.003779,0.00641,0.03053,0.3512,0.005081,0.2662,0.007928,12.71,1.1129,61.02,0.0157,0.00521,0.7844,15.45,0.2115,3.1907,0.4708,2.027,0.8859,0.1922,0.66452,0.02535,1.0,0.011122,0.2559,3.5186,0.304,0.0815,120.33,0.25374,2.0869,60.61,0.0193,0.3668
2020-11-09,0.10561,0.0685,0.2605,5.155,5.99,0.194,264.27,28.0941,0.67,15328.41,0.01862,0.0002916,0.999,0.0793,0.13071,68.09,0.0445,0.0001805,0.002672,0.13357,2.4975,5.0283,444.32,3.542,0.003903,0.00651,0.03151,0.3439,0.004922,0.2514,0.007667,12.5107,1.1166,59.23,0.01559,0.00515,0.745,15.378,0.2072,3.1791,0.4689,1.989,0.8851,0.1858,0.64278,0.02479,0.9994,0.011035,0.2635,3.7976,0.3052,0.0797,115.89,0.25059,2.116,58.42,0.01939,0.3543
2020-11-10,0.1059,0.0766,0.2889,5.084,6.2842,0.2016,257.19,28.2188,0.749,15297.21,0.01913,0.0002922,0.9991,0.0883,0.11117,68.86,0.04531,0.0001865,0.002761,0.13984,2.498,5.1324,450.34,3.652,0.004234,0.00686,0.03144,0.3578,0.005183,0.2544,0.008429,13.0017,1.1343,57.93,0.01724,0.00547,0.7541,15.585,0.2286,3.2382,0.4808,2.006,1.0039,0.2171,0.64041,0.02483,0.9989,0.011583,0.2775,3.8268,0.3476,0.07967,115.54,0.2538,2.1522,59.06,0.02023,0.3879
2020-11-11,0.10599,0.0772,0.2785,5.033,5.9314,0.1996,256.86,28.016,0.7144,15684.24,0.01901,0.0002917,0.9989,0.0821,0.09447,69.31,0.04128,0.0001898,0.002758,0.1381,2.4982,5.0917,463.09,3.689,0.00386,0.00744,0.0334,0.3613,0.005147,0.2513,0.008182,12.753,1.1051,59.27,0.01654,0.00523,0.7934,15.391,0.2908,3.5058,0.477,2.054,0.9269,0.1964,0.61132,0.02498,0.999,0.01134,0.315,3.7467,0.3203,0.08039,113.13,0.25581,2.1254,58.92,0.02021,0.3651
2020-11-12,0.1046,0.0702,0.2665,5.03,5.5356,0.1956,259.99,27.6874,0.668,16291.86,0.01844,0.000287,0.999,0.0794,0.1022,77.69,0.04007,0.0001806,0.0027788,0.13458,2.4632,5.0448,462.39,3.688,0.003586,0.00687,0.03105,0.365,0.005019,0.2484,0.008058,12.4038,1.1019,60.72,0.01587,0.00488,0.7584,15.456,0.2421,3.4937,0.4655,2.03,0.9172,0.2752,0.60069,0.0249,0.999,0.010644,0.2753,3.891,0.305,0.08069,112.16,0.2549,2.0734,62.99,0.01923,0.3605
2020-11-13,0.10629,0.0708,0.2802,5.213,5.924,0.2026,259.22,28.1974,0.7075,16320.7,0.01863,0.0002917,0.9989,0.0831,0.10731,77.74,0.04364,0.0001846,0.0028114,0.14352,2.5982,5.1344,476.43,3.736,0.003802,0.00704,0.03222,0.3739,0.005137,0.2566,0.008073,12.8687,1.1299,65.96,0.01692,0.00519,0.783,16.007,0.246,3.628,0.4887,2.094,0.9875,0.2656,0.63125,0.0254,0.999,0.011814,0.3124,4.0975,0.3165,0.08249,114.09,0.2659,2.1513,65.8,0.02027,0.3864
2020-11-14,0.10411,0.07,0.2661,5.045,5.698,0.1966,255.12,27.9311,0.6764,16070.45,0.01814,0.0002911,0.9992,0.0794,0.10984,77.29,0.04177,0.0001793,0.0027689,0.14142,2.5359,5.0333,460.89,3.658,0.003534,0.00654,0.03189,0.3522,0.004861,0.2515,0.007873,12.5574,1.102,63.85,0.01671,0.00487,0.7552,15.684,0.2377,3.4207,0.4771,2.04,0.9958,0.2487,0.61226,0.02513,0.9993,0.011245,0.2974,4.2902,0.3111,0.08094,116.89,0.26824,2.098,63.9,0.02014,0.3741
2020-11-15,0.10046,0.0661,0.2569,4.979,5.5184,0.1936,240.43,27.6786,0.7385,15957.0,0.01799,0.0002903,0.9993,0.0767,0.10749,74.98,0.04261,0.0001758,0.0027718,0.14405,2.4961,5.0241,448.08,3.589,0.003641,0.00647,0.03142,0.341,0.00483,0.2503,0.007752,12.1192,1.0742,62.28,0.01641,0.00489,0.7374,15.317,0.2407,3.3217,0.463,1.978,1.0129,0.2402,0.60341,0.02533,0.9994,0.011039,0.2866,4.3653,0.2975,0.08009,114.6,0.26954,2.0149,61.16,0.01994,0.3592
2020-11-16,0.10387,0.0689,0.2711,5.084,5.6933,0.1977,249.6,27.9451,0.7545,16713.57,0.01891,0.000293,0.9995,0.0788,0.10133,80.66,0.04219,0.0001874,0.00289,0.14528,2.583,5.395,460.55,3.688,0.003746,0.0066,0.032,0.3529,0.004852,0.2532,0.00782,12.6223,1.0938,73.84,0.01663,0.00493,0.7399,15.72,0.247,3.4369,0.4746,2.073,1.025,0.2499,0.61961,0.02549,0.9996,0.011336,0.3062,4.9029,0.3185,0.0825,118.52,0.28813,2.0825,64.55,0.02194,0.3717
2020-11-17,0.10947,0.0732,0.2744,5.285,6.0056,0.2051,255.39,28.5552,0.95,17659.38,0.0189,0.0002996,0.999,0.0804,0.09748,83.21,0.04277,0.0001864,0.0029398,0.14597,2.7162,5.7751,482.15,3.843,0.003888,0.00655,0.03096,0.3631,0.004816,0.2658,0.007791,13.3944,1.1375,76.32,0.01766,0.00504,0.7534,16.15,0.243,3.4599,0.505,2.206,1.0391,0.2426,0.65411,0.02649,0.9992,0.012346,0.3097,4.9243,0.318,0.0865,125.55,0.30247,2.1435,66.82,0.02287,0.3827
2020-11-18,0.10658,0.0693,0.2673,5.105,5.9487,0.2,246.23,28.0931,0.9551,17776.12,0.01839,0.0003,0.9992,0.0793,0.08822,80.05,0.04166,0.0001822,0.0029085,0.13834,2.6371,6.0431,478.41,3.793,0.003816,0.00664,0.03023,0.3474,0.004638,0.2572,0.007466,13.5598,1.1881,73.42,0.01702,0.00482,0.7341,15.718,0.2344,3.3321,0.4898,2.15,0.9769,0.2202,0.62259,0.02678,0.9992,0.011777,0.2934,5.1728,0.3115,0.08365,123.51,0.29335,2.0834,63.17,0.02176,0.3647
2020-11-19,0.1059,0.0673,0.2653,5.097,5.8364,0.1967,245.88,28.1387,1.006,17802.82,0.01836,0.000294,0.9989,0.0772,0.08857,82.21,0.04067,0.0001795,0.0029068,0.13659,2.6363,5.9188,471.25,3.755,0.003913,0.00696,0.03013,0.3458,0.004694,0.2536,0.007369,13.6187,1.1711,81.53,0.01723,0.00461,0.736,16.095,0.2233,3.2726,0.4857,2.25,0.9629,0.2051,0.62245,0.02581,0.9991,0.011504,0.2861,5.8456,0.3217,0.08401,118.49,0.30358,2.0771,62.38,0.02109,0.3649
2020-11-20,0.11828,0.068,0.2846,5.268,6.1709,0.2024,260.01,28.9715,1.011,18655.67,0.019,0.0002986,0.9992,0.0789,0.08888,83.36,0.04211,0.0001846,0.002987,0.13982,2.7798,6.0635,510.12,3.96,0.004005,0.00678,0.03066,0.362,0.004817,0.266,0.007499,14.0933,1.19,82.53,0.01791,0.0048,0.7622,16.444,0.2317,3.5294,0.5094,2.362,0.9744,0.2155,0.64345,0.02629,0.9994,0.012059,0.2907,6.7653,0.3265,0.08853,121.04,0.32991,2.1069,63.23,0.02249,0.375
2020-11-21,0.13334,0.0723,0.317,5.922,7.2705,0.2337,305.06,30.5161,1.1763,18703.8,0.02409,0.0003276,0.9992,0.0844,0.08565,94.57,0.04496,0.000196,0.0035132,0.1506,3.2306,6.5853,552.35,4.063,0.004102,0.00727,0.03328,0.4062,0.005356,0.3267,0.007945,15.4511,1.2881,87.14,0.01989,0.00551,0.865,18.32,0.2498,4.253,0.5825,2.695,1.039,0.2291,0.70207,0.03057,0.999,0.014426,0.3165,6.2111,0.3626,0.109,128.46,0.46283,2.3936,72.62,0.02371,0.4174
2020-11-22,0.14599,0.069,0.298,5.481,6.7978,0.22,288.91,30.0226,1.1014,18414.43,0.02273,0.0003118,0.9988,0.0829,0.07906,90.45,0.04298,0.0001899,0.0033415,0.1454,3.0633,6.0316,560.03,4.074,0.004096,0.00737,0.03407,0.3886,0.005232,0.3196,0.007771,14.5098,1.2347,82.87,0.01913,0.00532,0.8528,17.18,0.2532,3.9019,0.553,2.557,1.0254,0.2122,0.64934,0.02875,0.9988,0.013905,0.3043,7.0696,0.3432,0.10426,123.65,0.44611,2.2809,68.79,0.0226,0.3973
