,ADA,AION,ALGO,ATOM,BAND,BAT,BCH,BNB,BNT,BTC,BTS,BTT,BUSD,CTXC,CVC,DASH,DATA,DENT,DOGE,ENJ,EOS,ETC,ETH,FTT,FUN,GTO,HBAR,ICX,IOST,IOTA,IOTX,LINK,LSK,LTC,MATIC,MITH,NANO,NEO,NULS,OMG,ONT,QTUM,RLC,STX,THETA,TRX,TUSD,VET,WAN,WAVES,WTC,XLM,XMR,XRP,XTZ,ZEC,ZIL,ZRX
2020-07-03,0.09655,0.0981,0.2034,2.69,1.0795,0.2416,220.73,15.2863,1.4758,9058.26,0.02279,0.0003181,1.0,0.1043,0.02669,66.46,0.04861,0.000214,0.0023139,0.17156,2.4156,5.6483,224.87,2.857,0.003488,0.00724,0.03979,0.3391,0.005488,0.2255,0.00581,4.7309,1.1189,41.14,0.01923,0.00583,0.9292,9.78,0.5697,1.4433,0.555,1.636,0.6682,0.1331,0.21607,0.01662,1.0001,0.010223,0.2078,1.121,0.3325,0.06698,62.66,0.1762,2.2764,51.11,0.01703,0.3808
2020-07-04,0.10005,0.0994,0.2177,2.779,1.1073,0.2497,225.26,15.5548,1.4547,9135.46,0.02313,0.0003269,0.9999,0.1083,0.02675,67.63,0.04904,0.0002106,0.0023012,0.1813,2.4599,5.6977,229.17,2.88,0.003659,0.00733,0.04117,0.3358,0.005601,0.2403,0.00583,4.82,1.1385,42.11,0.01955,0.00609,0.961,9.973,0.5628,1.5166,0.5722,1.695,0.7474,0.1313,0.22307,0.01682,0.9999,0.012525,0.2097,1.1305,0.351,0.06798,64.22,0.17808,2.3294,51.43,0.01917,0.3875
2020-07-05,0.09813,0.0981,0.2154,2.93,1.0932,0.2462,222.23,15.4885,1.3551,9069.41,0.02267,0.0003245,0.9999,0.1055,0.02612,67.24,0.04679,0.0002034,0.0023029,0.17281,2.4072,5.6498,227.56,2.862,0.00375,0.00762,0.03962,0.3461,0.006866,0.2353,0.005375,4.7439,1.1071,41.58,0.01908,0.00577,0.9287,10.07,0.6252,1.4951,0.6147,1.774,0.7357,0.1272,0.21596,0.01688,0.9996,0.014307,0.2014,1.116,0.3503,0.06717,63.33,0.17695,2.2844,51.16,0.01869,0.4164
2020-07-06,0.10512,0.1012,0.229,3.021,1.212,0.2608,242.34,16.311,1.5611,9344.2,0.02361,0.0003351,1.0,0.1129,0.02709,70.26,0.04995,0.0002098,0.0026193,0.17904,2.6106,6.1047,241.6,2.995,0.003792,0.00801,0.04055,0.3522,0.006409,0.2467,0.006089,5.3617,1.1505,44.06,0.01992,0.006,0.9746,10.575,0.6666,1.568,0.6225,1.821,0.7835,0.1335,0.23023,0.01802,1.0001,0.01442,0.2098,1.1597,0.365,0.07174,64.95,0.18875,2.4388,55.55,0.01902,0.3999
2020-07-07,0.11764,0.1071,0.2329,3.249,1.3567,0.2549,237.83,16.8048,1.5877,9257.39,0.02331,0.0003275,1.0002,0.1138,0.02801,69.92,0.04982,0.0002067,0.003136,0.17649,2.5589,6.2192,239.39,2.974,0.003986,0.00797,0.04074,0.3935,0.006483,0.2447,0.005819,5.7248,1.1538,43.39,0.0201,0.00589,0.9975,10.56,0.6149,1.529,0.6137,1.807,0.8427,0.1305,0.25795,0.0172,1.0002,0.017325,0.2175,1.1672,0.3847,0.07348,64.59,0.18508,2.5105,55.08,0.02042,0.4085
2020-07-08,0.12993,0.1117,0.2468,3.554,1.6907,0.2644,243.31,17.2819,1.5999,9436.06,0.02514,0.0003457,0.9996,0.1136,0.0284,72.7,0.05086,0.0002169,0.0047657,0.18493,2.6799,6.634,246.95,3.067,0.003925,0.00788,0.042,0.3962,0.006624,0.2565,0.00582,6.4987,1.2378,45.35,0.02164,0.00613,1.0776,11.08,0.577,1.6144,0.6517,2.019,0.9311,0.1398,0.25102,0.01791,0.9999,0.019932,0.2208,1.2117,0.4148,0.08538,66.27,0.20551,2.652,57.94,0.02088,0.4475
2020-07-09,0.12403,0.1049,0.2417,3.788,1.6952,0.262,238.13,16.8274,1.5301,9232.43,0.0251,0.0003942,1.0001,0.1105,0.02735,71.86,0.05066,0.000212,0.0043214,0.18497,2.6504,6.6456,241.98,3.014,0.003861,0.00803,0.04084,0.3891,0.006415,0.2548,0.005661,6.082,1.1944,44.33,0.02064,0.00637,1.0343,10.768,0.5633,1.5532,0.6329,2.13,0.9485,0.151,0.24106,0.01856,1.0002,0.01825,0.2232,1.1704,0.4183,0.09048,67.28,0.20263,2.531,56.86,0.0198,0.4253
2020-07-10,0.11846,0.112,0.2501,4.053,1.6594,0.2545,238.38,17.3123,1.4985,9288.34,0.02503,0.0004304,1.0002,0.1216,0.02778,71.75,0.05111,0.000226,0.0035313,0.17662,2.6221,6.3821,241.26,3.035,0.004078,0.00846,0.04131,0.402,0.006419,0.2507,0.006227,6.1488,1.1918,44.3,0.02115,0.00719,1.0074,10.499,0.5325,1.546,0.6186,2.037,0.8787,0.1443,0.24307,0.01812,1.0002,0.017119,0.2252,1.1585,0.3992,0.089,67.25,0.19909,2.5434,56.07,0.01967,0.4115
2020-07-11,0.12523,0.1192,0.2794,3.921,1.8797,0.2578,236.59,17.6205,1.5277,9234.03,0.02549,0.0004021,1.0002,0.1178,0.02864,72.68,0.05135,0.0002185,0.0038041,0.18153,2.6194,6.5017,239.19,3.054,0.003986,0.00888,0.04155,0.4039,0.00645,0.2499,0.006168,6.0994,1.2244,44.69,0.02135,0.00694,1.0146,10.741,0.558,1.5298,0.6857,2.079,0.9005,0.1516,0.25334,0.01837,0.9999,0.018535,0.2209,1.2008,0.4207,0.09411,68.74,0.2011,2.682,55.84,0.02001,0.4362
2020-07-12,0.12685,0.1146,0.279,4.023,2.0237,0.26,237.42,18.2994,1.5174,9302.75,0.02454,0.0004192,1.0,0.1174,0.03028,72.05,0.0527,0.0002259,0.0036358,0.1769,2.6171,6.4603,242.79,3.114,0.003968,0.00857,0.04286,0.3976,0.006368,0.2511,0.006959,7.3345,1.2504,44.7,0.02122,0.00652,1.0461,10.797,0.5177,1.5394,0.6743,2.045,1.0602,0.1488,0.2805,0.01818,0.9997,0.018155,0.2199,1.2111,0.4839,0.09532,69.22,0.20128,2.8221,58.65,0.01945,0.427
2020-07-13,0.12427,0.1098,0.2653,3.872,2.1165,0.2634,232.19,18.4046,1.5774,9242.62,0.02444,0.0003999,1.0007,0.1145,0.02861,71.84,0.0561,0.0002119,0.0031677,0.18039,2.553,6.3015,239.5,3.11,0.003799,0.00845,0.04131,0.4138,0.006015,0.249,0.006325,7.163,1.229,43.92,0.02235,0.00666,0.9919,10.677,0.4674,1.5348,0.6764,2.211,1.0223,0.1429,0.24542,0.01756,1.0006,0.018461,0.2315,1.1835,0.4268,0.09009,69.26,0.19867,2.8999,61.26,0.02003,0.4011
2020-07-14,0.13256,0.1125,0.2722,3.959,2.4398,0.2624,230.12,18.079,1.5606,9255.85,0.02414,0.0003954,1.0002,0.1173,0.02866,71.82,0.05532,0.000213,0.0032888,0.18618,2.5592,6.3273,240.44,3.103,0.003807,0.00841,0.04086,0.4093,0.006164,0.2488,0.006401,8.1321,1.2338,43.88,0.02238,0.00685,0.9994,10.83,0.4858,1.5277,0.762,2.346,1.0553,0.142,0.24127,0.01765,1.0003,0.01845,0.2327,1.3189,0.4335,0.09208,67.81,0.19909,2.9557,62.02,0.01978,0.3949
2020-07-15,0.13069,0.1146,0.2881,4.047,2.5932,0.2597,227.4,17.6351,1.5202,9197.6,0.0237,0.0003995,1.001,0.114,0.02894,71.12,0.05761,0.000205,0.0030868,0.18421,2.5365,6.2219,238.61,3.052,0.003708,0.0082,0.04062,0.401,0.006028,0.2453,0.00634,8.6494,1.2239,43.33,0.02223,0.0067,1.0417,10.989,0.4648,1.5174,0.7259,2.293,1.1846,0.14,0.2372,0.01757,1.001,0.018996,0.2258,1.3215,0.4161,0.09436,70.63,0.19721,3.215,61.14,0.01912,0.3896
2020-07-16,0.12602,0.1084,0.3546,4.077,2.3945,0.2603,224.21,17.1647,1.52,9133.72,0.02346,0.0003842,1.0007,0.1117,0.02751,69.28,0.06459,0.0002103,0.0029808,0.19179,2.4999,6.0317,233.57,2.978,0.003566,0.00807,0.03896,0.3841,0.005841,0.2413,0.006164,8.354,1.1794,42.09,0.02091,0.00658,0.9826,10.694,0.439,1.4742,0.7373,2.303,1.21,0.1403,0.23464,0.01716,1.0007,0.018036,0.2186,1.3487,0.4204,0.10207,67.7,0.19444,3.101,59.1,0.018,0.4008
2020-07-17,0.12224,0.1094,0.346,4.145,2.554,0.2654,222.6,17.0676,1.496,9154.32,0.02351,0.0003776,1.0003,0.1134,0.02825,69.58,0.06153,0.0002005,0.0030528,0.20133,2.4949,6.029,232.67,2.94,0.003588,0.00849,0.03933,0.3909,0.005945,0.2411,0.006422,8.2605,1.1853,41.9,0.02114,0.00671,0.9878,10.591,0.4463,1.4932,0.7497,2.392,1.7698,0.1516,0.24131,0.01717,1.0005,0.018211,0.2471,1.4601,0.4531,0.10397,67.64,0.1944,3.17,59.5,0.0181,0.3971
2020-07-18,0.1227,0.1102,0.3558,4.36,3.167,0.2695,224.33,17.1507,1.6785,9170.28,0.02382,0.0003891,0.9997,0.1145,0.03003,69.2,0.05954,0.0002088,0.003449,0.20832,2.5026,6.0518,235.67,2.923,0.003582,0.00846,0.04005,0.388,0.005871,0.2386,0.006264,7.9734,1.2321,42.45,0.02144,0.00738,0.9905,10.545,0.4734,1.5841,0.7608,2.364,1.75,0.1489,0.24894,0.01742,0.9998,0.018168,0.2477,1.4689,0.4644,0.10077,68.39,0.1999,3.0079,59.06,0.0179,0.418
2020-07-19,0.12402,0.1192,0.3883,4.202,4.1801,0.2745,227.73,18.0154,1.6584,9208.99,0.02366,0.0003904,0.9997,0.1195,0.03205,70.35,0.0567,0.0002056,0.0033811,0.2074,2.5845,6.1004,239.11,2.925,0.003545,0.00858,0.04018,0.4223,0.006039,0.2478,0.006417,8.0784,1.2242,42.64,0.02126,0.00848,1.0188,10.651,0.4642,1.5537,0.7515,2.344,1.5231,0.1442,0.2412,0.01753,0.9997,0.018017,0.2441,1.4572,0.4518,0.1001,68.91,0.19956,2.9825,58.38,0.0179,0.4199
2020-07-20,0.11771,0.1139,0.3567,3.881,3.9691,0.2585,222.76,17.4645,1.6,9160.78,0.02428,0.0003848,0.9998,0.1243,0.03126,68.86,0.05696,0.000208,0.0032201,0.19329,2.5618,6.0289,236.01,2.886,0.003857,0.00864,0.04066,0.3998,0.005934,0.2501,0.006348,7.2301,1.2628,41.94,0.0216,0.00963,1.0165,10.386,0.4661,1.6222,0.7256,2.215,1.3639,0.1464,0.23595,0.01716,0.9999,0.016074,0.2748,1.5996,0.4787,0.09428,69.31,0.19465,2.7682,57.05,0.01725,0.395
2020-07-21,0.12321,0.1171,0.3463,4.01,4.4907,0.2604,230.34,17.7285,1.564,9390.0,0.02501,0.0003923,0.9993,0.1345,0.03074,71.09,0.05519,0.000208,0.0032979,0.1938,2.6232,6.1908,245.59,2.986,0.004039,0.0089,0.04165,0.4123,0.006069,0.2655,0.006437,7.3101,1.285,43.77,0.02128,0.0091,1.0049,11.184,0.4519,1.6495,0.7328,2.351,1.4801,0.1627,0.23951,0.01762,0.9993,0.0175,0.2624,1.6581,0.4781,0.09653,69.63,0.19949,3.0227,62.45,0.01799,0.4005
2020-07-22,0.1238,0.1185,0.3456,4.012,4.5501,0.2621,239.8,18.09,1.5892,9518.16,0.02549,0.0003967,0.9985,0.1303,0.03274,73.38,0.0554,0.0002143,0.0032868,0.19071,2.6574,6.3569,263.74,2.997,0.00413,0.00983,0.04226,0.4131,0.006288,0.2787,0.006775,7.4689,1.2769,44.96,0.02122,0.0124,1.0414,11.559,0.4673,1.729,0.7447,2.376,1.2793,0.1705,0.25576,0.01794,0.9982,0.017467,0.2678,1.6715,0.5356,0.09738,71.48,0.20348,3.1057,64.28,0.01882,0.3994
2020-07-23,0.12422,0.1178,0.3291,3.963,4.4338,0.2646,238.39,18.75,1.5092,9603.27,0.02488,0.0003919,0.9989,0.1249,0.03091,73.35,0.0552,0.0002106,0.0032997,0.18567,2.6526,6.4402,275.3,3.006,0.0051,0.01095,0.04249,0.4083,0.006229,0.2796,0.007633,7.8983,1.2792,44.94,0.0211,0.01174,1.0152,11.432,0.4928,1.6884,0.7226,2.357,1.239,0.1628,0.2589,0.01792,0.9991,0.017381,0.2843,1.588,0.5162,0.09815,73.02,0.20851,3.1881,63.51,0.01965,0.3919
2020-07-24,0.12197,0.1158,0.3123,3.825,4.2023,0.2577,235.03,19.1853,1.2952,9537.8,0.02556,0.0003889,0.9988,0.1279,0.03048,71.94,0.05273,0.0002058,0.0032113,0.18625,2.5949,6.2548,279.15,2.978,0.004784,0.01019,0.04286,0.3938,0.005979,0.267,0.008198,7.4284,1.2471,44.11,0.02062,0.01089,0.9874,11.101,0.4814,1.6226,0.6978,2.287,1.1245,0.1708,0.25072,0.01794,0.9985,0.016995,0.3155,1.5617,0.4878,0.09576,71.54,0.20392,3.0306,63.01,0.01843,0.3864
2020-07-25,0.14362,0.1132,0.319,3.917,4.0702,0.2637,251.22,19.8242,1.3921,9700.42,0.02554,0.0003914,0.9989,0.1219,0.03235,74.65,0.05289,0.0002162,0.0032475,0.18782,2.7289,6.7067,305.26,3.038,0.004556,0.01011,0.04299,0.399,0.006084,0.2755,0.007793,7.672,1.2783,49.16,0.02091,0.01087,0.9949,11.608,0.4804,1.6419,0.7144,2.409,1.1533,0.1782,0.25877,0.01877,0.9989,0.018218,0.2952,1.527,0.4756,0.10085,73.61,0.21463,3.0579,65.69,0.01858,0.3944
2020-07-26,0.14849,0.1088,0.3211,3.81,3.8199,0.2542,247.45,19.5557,1.4288,9931.54,0.02532,0.0003894,0.9992,0.1168,0.02996,75.3,0.05054,0.0002146,0.0032323,0.17916,2.7121,6.6358,311.0,3.119,0.004577,0.00943,0.04116,0.3863,0.00598,0.2689,0.007313,7.5022,1.2673,48.1,0.02072,0.01048,0.9571,11.62,0.4594,1.6229,0.7078,2.357,1.1673,0.1731,0.25083,0.01852,0.999,0.017554,0.2852,1.525,0.4675,0.09902,78.16,0.21532,2.9859,66.15,0.01798,0.385
2020-07-27,0.13859,0.0975,0.2873,3.593,3.2919,0.2482,268.62,19.7474,1.3569,11029.96,0.02521,0.0003755,0.9981,0.1068,0.02812,77.55,0.04842,0.0002015,0.0031694,0.1689,2.8472,7.1167,321.93,3.425,0.004661,0.00815,0.03981,0.3695,0.005545,0.271,0.006512,7.1,1.2285,53.28,0.01995,0.00879,0.9271,11.619,0.4215,1.5738,0.6862,2.32,1.0029,0.1463,0.2424,0.01872,0.9987,0.015641,0.2585,1.4734,0.4125,0.09464,78.43,0.22437,2.8275,70.77,0.01692,0.3667
2020-07-28,0.14904,0.1057,0.3143,3.751,3.8851,0.2511,288.94,20.1732,1.4838,10906.27,0.02547,0.0003831,0.9983,0.1118,0.02923,79.82,0.05244,0.0002037,0.003188,0.17452,2.9941,7.2125,316.77,3.322,0.004789,0.00862,0.04295,0.3794,0.005826,0.2711,0.006927,7.2333,1.2593,55.75,0.02047,0.00943,0.949,11.738,0.4471,1.5836,0.6993,2.374,1.1755,0.1562,0.25112,0.01912,0.9978,0.01598,0.2656,1.4994,0.4462,0.09709,81.2,0.23029,2.8323,70.57,0.018,0.3821
2020-07-29,0.13972,0.1013,0.308,3.634,3.8997,0.2476,287.69,19.899,1.4724,11100.53,0.02592,0.0003845,0.9992,0.1188,0.02977,81.38,0.04957,0.0002035,0.0031663,0.17634,3.0233,7.2644,317.71,3.326,0.004865,0.00924,0.04381,0.3768,0.0057,0.2854,0.007371,7.0876,1.272,55.16,0.02034,0.00909,0.9443,11.67,0.4401,1.5778,0.6877,2.351,1.0951,0.1562,0.24783,0.01915,0.9991,0.015583,0.2606,1.5003,0.4298,0.09498,79.11,0.24327,2.781,72.13,0.01767,0.3836
2020-07-30,0.1406,0.1067,0.3347,3.703,3.9811,0.2471,291.62,19.97,1.6997,11099.61,0.02703,0.0003829,0.9992,0.1196,0.02953,81.15,0.0501,0.0002386,0.0032281,0.1778,3.047,7.3422,334.87,3.323,0.004864,0.00905,0.04258,0.3715,0.005749,0.3001,0.007321,7.4093,1.261,56.75,0.02041,0.00941,0.9337,11.774,0.4388,1.5886,0.7049,2.373,1.1741,0.1591,0.25745,0.01917,0.9987,0.017315,0.2689,1.5293,0.4371,0.09628,80.92,0.24408,2.8027,70.48,0.01819,0.3879
2020-07-31,0.13878,0.1022,0.3271,3.793,4.2225,0.2525,300.5,20.6615,1.6585,11335.46,0.02629,0.0003842,0.9985,0.1142,0.0296,82.45,0.0496,0.0002289,0.003224,0.17419,3.0932,7.3976,346.33,3.417,0.004537,0.00863,0.04455,0.3738,0.005862,0.2993,0.007049,7.8033,1.2689,58.13,0.02025,0.00899,0.9323,12.245,0.4373,1.5816,0.7147,2.42,1.1814,0.173,0.26938,0.01968,0.9985,0.017204,0.2621,1.5206,0.4246,0.0969,84.55,0.25939,2.8401,74.9,0.01799,0.3808
2020-08-01,0.1441,0.1028,0.3279,4.084,3.9975,0.2586,319.39,21.6168,1.8615,11801.17,0.02712,0.0003994,0.9987,0.1141,0.02975,93.13,0.04909,0.000236,0.0037144,0.17653,3.3038,7.833,387.0,3.493,0.00457,0.00855,0.04587,0.3814,0.006032,0.3142,0.007195,8.3248,1.3234,61.65,0.02109,0.00914,0.9912,13.396,0.4652,1.6556,0.7495,2.65,1.1404,0.1681,0.31647,0.02046,0.9986,0.017319,0.2646,1.5707,0.4323,0.10758,89.64,0.29089,3.039,89.37,0.01867,0.3992
2020-08-02,0.13375,0.1025,0.3016,3.912,4.0536,0.2429,284.1,20.9898,1.8398,11071.35,0.02576,0.0003839,1.0,0.1066,0.02864,85.29,0.05046,0.0002287,0.0033312,0.17523,2.9441,7.1939,372.42,3.351,0.004105,0.00827,0.04366,0.3742,0.005414,0.2884,0.00665,8.2814,1.2447,56.77,0.02002,0.00877,0.9779,12.16,0.4472,1.5843,0.6881,2.403,1.089,0.1723,0.27995,0.01907,1.0002,0.016207,0.2674,1.599,0.4335,0.10251,85.0,0.28803,2.893,84.31,0.01782,0.3795
2020-08-03,0.1373,0.103,0.3096,3.82,4.2223,0.2508,296.77,22.0504,1.936,11219.81,0.0261,0.0003894,0.9991,0.1075,0.02897,87.72,0.04857,0.0002251,0.0033818,0.178,3.0449,7.1658,385.94,3.546,0.004409,0.00867,0.04408,0.3754,0.005509,0.3007,0.006606,9.2502,1.2695,58.48,0.02043,0.00877,1.0152,12.4,0.4646,1.569,0.6983,2.621,1.071,0.1782,0.28687,0.01987,0.999,0.0167,0.2656,1.6956,0.4291,0.10516,89.06,0.31016,3.0703,82.3,0.01754,0.3813
2020-08-04,0.14335,0.1042,0.3266,4.021,4.9936,0.262,288.07,22.2818,1.9745,11191.97,0.02578,0.0003866,0.9995,0.1119,0.02914,86.88,0.05055,0.0002252,0.0035458,0.18761,3.0363,7.139,389.61,3.477,0.004559,0.00862,0.04317,0.3971,0.005589,0.307,0.006939,9.8687,1.2783,57.61,0.02067,0.00914,1.0003,12.561,0.4621,1.5876,0.7047,2.848,1.2133,0.1894,0.33185,0.02039,0.9995,0.018734,0.2719,1.6458,0.4443,0.11015,87.24,0.30138,3.2438,84.93,0.01842,0.3976
2020-08-05,0.14227,0.105,0.3355,4.144,7.1783,0.2575,293.5,23.2728,2.4498,11744.91,0.02615,0.0003907,0.9989,0.1147,0.02901,92.2,0.04931,0.0002469,0.0035028,0.18978,3.0545,7.2239,400.72,3.607,0.004488,0.00867,0.04346,0.3899,0.005596,0.3051,0.006846,9.5253,1.3243,58.88,0.0213,0.00907,1.0171,12.868,0.4707,1.593,0.7113,2.773,1.1716,0.1851,0.31382,0.02031,0.9989,0.018793,0.2607,1.6475,0.4307,0.10749,90.39,0.30228,3.1115,97.46,0.01958,0.3974
2020-08-06,0.14444,0.1056,0.3638,4.172,8.03,0.2588,309.0,22.7487,2.53,11762.46,0.02603,0.0004195,0.9992,0.1153,0.02931,100.42,0.05099,0.0003451,0.00356,0.1932,3.089,7.0997,394.77,3.529,0.004743,0.00947,0.04434,0.3898,0.005625,0.3157,0.007078,10.2343,1.3881,59.03,0.02176,0.01,1.0371,12.951,0.4879,1.6053,0.7108,2.762,1.3618,0.2051,0.31719,0.02022,0.9992,0.019704,0.2944,1.711,0.4476,0.10624,95.49,0.30311,3.2287,96.75,0.02011,0.4131
2020-08-07,0.13888,0.115,0.3689,4.015,8.5418,0.253,302.2,22.3323,2.4024,11594.23,0.02559,0.0004026,0.9989,0.1205,0.02894,96.53,0.05079,0.0003278,0.003496,0.20833,3.0104,6.8756,379.34,3.425,0.004513,0.00908,0.04379,0.3783,0.005853,0.319,0.007678,10.1286,1.405,57.17,0.02135,0.00996,1.0199,12.856,0.4939,1.5632,0.7003,2.642,1.2915,0.2103,0.30778,0.01988,0.999,0.018671,0.2888,1.786,0.4468,0.10306,94.01,0.29437,3.081,94.42,0.02183,0.3928
2020-08-08,0.14696,0.113,0.4524,4.426,10.8226,0.2614,305.33,22.9234,2.6427,11761.41,0.02617,0.0004375,0.9993,0.1231,0.03188,98.36,0.05478,0.0003259,0.0035134,0.21207,3.0649,6.9377,397.03,3.5,0.004575,0.01006,0.0451,0.3963,0.006114,0.3304,0.007998,12.7093,1.5664,58.46,0.02287,0.01035,1.0429,13.123,0.5315,1.6016,0.7306,2.756,1.5194,0.2347,0.33064,0.02046,0.9996,0.020815,0.3023,1.8258,0.4843,0.10325,94.87,0.29527,3.382,97.08,0.02608,0.4209
2020-08-09,0.14512,0.1225,0.4245,5.273,14.9019,0.2669,299.94,22.422,2.4711,11681.68,0.02629,0.0004227,0.9995,0.1362,0.03321,97.72,0.05683,0.0003309,0.0034664,0.22091,3.0272,6.8798,390.14,3.45,0.00451,0.00987,0.04513,0.4258,0.006132,0.348,0.008482,13.8104,1.5298,56.96,0.02268,0.01088,1.0552,12.997,0.5218,1.712,0.7974,2.717,1.7141,0.2348,0.32145,0.02045,0.9993,0.021929,0.3232,1.9479,0.4899,0.10505,92.9,0.2879,3.6924,92.01,0.02515,0.4382
2020-08-10,0.14383,0.1268,0.4686,5.474,14.2954,0.2866,302.4,22.6369,2.3862,11892.92,0.02743,0.0004756,0.9992,0.1322,0.03693,95.54,0.05885,0.0003459,0.0034952,0.22517,3.2365,7.0649,395.44,3.508,0.004847,0.01028,0.05286,0.4545,0.006566,0.3826,0.009351,13.4722,1.5437,58.27,0.02449,0.01256,1.1962,14.526,0.5641,1.7979,0.8574,2.926,1.5974,0.2716,0.37231,0.02146,0.9991,0.021422,0.3787,1.9747,0.5107,0.10625,93.76,0.29469,4.2558,89.01,0.02497,0.4804
2020-08-11,0.13685,0.1162,0.4366,4.916,12.5967,0.2617,281.83,21.2902,2.1395,11392.08,0.02631,0.0004354,1.0004,0.1358,0.03333,88.55,0.05486,0.000312,0.0033906,0.20301,3.0048,6.743,379.0,3.31,0.004917,0.01015,0.0515,0.4217,0.006139,0.3681,0.008775,12.9971,1.4404,54.1,0.02303,0.01104,1.092,13.686,0.5281,1.6571,0.758,2.722,1.4679,0.2454,0.35598,0.0201,1.0003,0.019966,0.3695,1.8648,0.4799,0.10015,87.25,0.2831,4.01,80.88,0.02606,0.4428
2020-08-12,0.1367,0.1207,0.5233,5.902,14.7535,0.2716,284.67,21.4919,2.303,11564.33,0.03446,0.0004556,0.9998,0.1447,0.03382,91.7,0.05817,0.000315,0.0034606,0.20836,3.0253,6.7535,387.18,3.355,0.005229,0.01064,0.05195,0.4512,0.006396,0.3849,0.008995,16.4635,1.4898,54.52,0.02528,0.01155,1.122,14.344,0.5291,1.6977,0.8184,2.799,1.7837,0.2689,0.40377,0.02019,0.9997,0.020429,0.4084,2.1706,0.5027,0.10147,89.54,0.28233,4.3605,83.52,0.02554,0.4617
2020-08-13,0.13944,0.1231,0.6699,6.085,14.1816,0.2691,295.75,21.7667,2.25,11780.0,0.03429,0.0004543,0.9987,0.1402,0.03447,92.77,0.07204,0.0003151,0.0034877,0.21088,3.1365,6.9236,424.54,3.456,0.005133,0.01055,0.05087,0.4877,0.006301,0.3771,0.008547,17.1883,1.6687,57.14,0.02715,0.01084,1.1511,14.545,0.512,1.8385,0.8071,2.86,1.8809,0.2682,0.39628,0.02238,0.9986,0.019598,0.3728,3.3267,0.5809,0.10111,92.03,0.2942,4.1356,87.4,0.02546,0.4498
2020-08-14,0.13826,0.1275,0.6388,6.096,13.75,0.2787,293.38,23.1047,2.2048,11760.54,0.03268,0.0004705,0.9988,0.1364,0.037,92.0,0.06925,0.0003148,0.0035731,0.20863,3.2606,6.8833,438.11,3.507,0.005136,0.01133,0.05381,0.5501,0.006723,0.4074,0.009088,16.9574,1.7219,56.78,0.0282,0.01132,1.1498,14.813,0.5096,2.0292,0.8283,3.1,1.8432,0.311,0.40127,0.02471,0.9989,0.020513,0.4206,3.4914,0.5466,0.10479,91.42,0.29995,4.1094,85.03,0.02505,0.5391
2020-08-15,0.13837,0.1226,0.6342,6.077,14.7,0.2739,302.17,23.0881,2.0573,11852.4,0.03437,0.0004683,0.9994,0.1379,0.03579,93.95,0.06693,0.0003179,0.0035328,0.20575,3.7228,7.1732,432.32,3.45,0.005306,0.01066,0.05268,0.5104,0.007066,0.4193,0.009138,19.2285,1.6816,59.85,0.03005,0.01074,1.1121,15.103,0.4947,1.9358,0.8304,3.095,1.8547,0.2873,0.38413,0.02526,0.9994,0.019575,0.4097,3.3895,0.5373,0.10707,89.76,0.29884,4.0675,85.12,0.0247,0.4969
2020-08-16,0.13882,0.1242,0.6291,6.243,14.4978,0.3244,308.23,23.529,2.2215,11911.0,0.03478,0.0005166,0.9997,0.1373,0.03815,95.06,0.06997,0.0003305,0.0035302,0.21471,3.88,7.2479,433.62,3.449,0.005202,0.01115,0.0538,0.5368,0.007034,0.4232,0.009235,18.8061,1.8063,63.87,0.03014,0.01178,1.1629,15.49,0.5085,2.7942,0.8913,3.336,1.871,0.2774,0.39647,0.02824,0.9996,0.019842,0.432,4.0341,0.5712,0.11517,91.2,0.30455,4.2401,85.3,0.02632,0.6092
2020-08-17,0.14039,0.1262,0.5872,5.907,13.6361,0.3168,318.09,23.4961,2.0344,12281.13,0.03421,0.0005353,0.9988,0.1446,0.04116,97.62,0.06403,0.0003444,0.0035877,0.20589,3.7762,7.3884,430.89,3.528,0.005612,0.01102,0.05678,0.5063,0.007432,0.4119,0.009131,16.8196,1.7895,67.22,0.02874,0.01169,1.2354,16.56,0.5088,2.7049,0.8896,3.418,1.6963,0.2667,0.38679,0.03036,0.9988,0.02002,0.4211,4.4095,0.5536,0.11383,93.49,0.31539,4.0323,86.74,0.0252,0.5619
2020-08-18,0.13691,0.1367,0.5567,5.826,12.7277,0.3496,303.14,22.9705,1.9828,11945.01,0.03202,0.0004816,0.9993,0.1504,0.04339,92.66,0.0614,0.0003231,0.003476,0.20799,3.5744,7.2702,421.95,3.501,0.005626,0.01072,0.05302,0.4951,0.007234,0.3945,0.009106,16.1927,1.7033,65.4,0.02674,0.01125,1.3067,16.12,0.532,2.6932,0.8428,3.293,1.568,0.259,0.43526,0.02875,0.9995,0.019089,0.4041,4.1839,0.6406,0.10807,93.43,0.30251,3.832,83.14,0.02315,0.5647
